Sr. No,Symbol,Series,Security Name,From,To
1429,SHAILY,EQ,SHAILY ENGINEERING PLASTICS LIMITED,5,20
1430,SHALBY,EQ,SHALBY LIMITED,5,20
1431,SHANKARA,EQ,SHANKARA BUILDING PRODUCTS LIMITED,5,20
1432,SHANTHALA,SM,SHANTHALA FMCG PRODUCTS LIMITED,5,20
1433,SHANTIGEAR,EQ,SHANTHI GEARS LIMITED,5,20
1434,SHARDACROP,EQ,SHARDA CROPCHEM LIMITED,5,20
1435,SHARDAMOTR,EQ,SHARDA MOTOR INDUSTRIES LIMITED,5,20
1436,SHAREINDIA,EQ,SHARE INDIA SECURITIES LIMITED,5,20
1437,SHAREINDIA,W1,SHARE INDIA SECURITIES LIMITED,5,20
1438,SHARIABEES,EQ,NIPPON INDIA ETF NIFTY 50 SHARIAH BEES,5,20
1439,SHEMAROO,EQ,SHEMAROO ENTERTAINMENT LIMITED,5,20
1440,SHERA,SM,SHERA ENERGY LIMITED,5,20
1441,SHILPAMED,EQ,SHILPA MEDICARE LIMITED,5,20
1442,SHIVALIK,EQ,SHIVALIK RASAYAN LIMITED,5,20
1443,SHIVAMILLS,EQ,SHIVA MILLS LIMITED,5,20
1444,SHK,EQ,S H KELKAR AND COMPANY LIMITED,5,20
1445,SHOPERSTOP,EQ,SHOPPERS STOP LIMITED,5,20
1446,SHRADHA,EQ,SHRADHA INFRAPROJECTS LIMITED,5,20
1447,SHREDIGCEM,EQ,SHREE DIGVIJAY CEMENT CO.LTD,5,20
1448,SHREEKARNI,SM,SHREE KARNI FABCOM LIMITED,5,20
1449,SHREEOSFM,SM,SHREE OSFM E-MOBILITY LIMITED,5,20
1450,SHREEPUSHK,EQ,SHREE PUSHKAR CHEMICALS & FERTILISERS LIMITED,5,20
1451,SHREMINVIT,IV,SHREM INVIT,5,20
1452,SHREYANIND,EQ,SHREYANS INDUSTRIES LIMITED,5,20
1453,SHREYAS,EQ,SHREYAS SHIPPING & LOGISTICS LIMITED,5,20
1454,SHRIPISTON,EQ,SHRIRAM PISTONS & RINGS LIMITED,5,20
1455,SHRIRAMPPS,EQ,SHRIRAM PROPERTIES LIMITED,5,20
1456,SHRITECH,SM,SHRI TECHTEX LIMITED,5,20
1457,SHYAMMETL,EQ,SHYAM METALICS AND ENERGY LIMITED,5,20
1458,SIGACHI,EQ,SIGACHI INDUSTRIES LIMITED,5,20
1459,SIGIND,EQ,SIGNET INDUSTRIES LIMITED,5,20
1460,SIGMA,EQ,SIGMA SOLVE LIMITED,5,20
1461,SIGNATURE,EQ,SIGNATUREGLOBAL (INDIA) LIMITED,5,20
1462,SIGNORIA,SM,SIGNORIA CREATION LIMITED,5,20
1463,SIGNPOST,EQ,SIGNPOST INDIA LIMITED,5,20
1464,SILGO,EQ,SILGO RETAIL LIMITED,5,20
1465,SILINV,EQ,SIL INVESTMENTS LIMITED,5,20
1466,SILVER,EQ,ADITYA BIRLA SUN LIFE MUTUAL FUND - ADITYA BIRLA SUN LIFE SILVER ETF,5,20
1467,SILVER1,EQ,KOTAK MAHINDRA MUTUAL FUND - KOTAK SILVER ETF,5,20
1468,SILVERADD,EQ,DSP  MUTUAL FUND - DSP SILVER ETF,5,20
1469,SILVERBEES,EQ,NIPPON INDIA MUTUAL FUND - NIPPON INDIA SILVER ETF,5,20
1470,SILVERETF,EQ,UTI MUTUAL FUND - UTI SILVER EXCHANGE TRADED FUND (UTI SILVER ETF),5,20
1471,SILVERIETF,EQ,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL SILVER ETF,5,20
1472,SILVERTUC,EQ,SILVER TOUCH TECHNOLOGIES LIMITED,5,20
1473,SILVRETF,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET SILVER ETF,5,20
1474,SIMBHALS,EQ,SIMBHAOLI SUGARS LIMITED,5,20
1475,SINCLAIR,EQ,SINCLAIRS HOTELS LIMITED,5,20
1476,SINTERCOM,EQ,SINTERCOM INDIA LIMITED,5,20
1477,SIRCA,EQ,SIRCA PAINTS INDIA LIMITED,5,20
1478,SIS,EQ,SIS LIMITED,5,20
1479,SIYSIL,EQ,SIYARAM SILK MILLS LIMITED,5,20
1480,SJS,EQ,S.J.S. ENTERPRISES LIMITED,5,20
1481,SJVN,EQ,SJVN LIMITED,5,20
1482,SKFINDIA,EQ,SKF INDIA LIMITED,5,20
1483,SKIPPER,EQ,SKIPPER LIMITED,5,20
1484,SKIPPERPP,E1,SKIPPER LIMITED,5,20
1485,SKMEGGPROD,EQ,SKM EGG PRODUCTS EXPORT (INDIA) LIMITED,5,20
1486,SKP,SM,SKP BEARING INDUSTRIES LIMITED,5,20
1487,SMALLCAP,EQ,MIRAE ASSET MF-MIRAE ASSET NIFTY SMALLCAP 250 MOMENTUM QUALITY 100 ETF,5,20
1488,SMCGLOBAL,EQ,SMC GLOBAL SECURITIES LIMITED,5,20
1489,SMSLIFE,EQ,SMS LIFESCIENCES INDIA LIMITED,5,20
1490,SMSPHARMA,EQ,SMS PHARMACEUTICALS LIMITED,5,20
1491,SNOWMAN,EQ,SNOWMAN LOGISTICS LIMITED,5,20
1492,SOBHA,EQ,SOBHA LIMITED,5,20
1493,SOLARINDS,EQ,SOLAR INDUSTRIES INDIA LIMITED,5,20
1494,SOMANYCERA,EQ,SOMANY CERAMICS LIMITED,5,20
1495,SONACOMS,EQ,SONA BLW PRECISION FORGINGS LIMITED,5,20
1496,SONAMAC,SM,SONA MACHINERY LIMITED,5,20
1497,SONAMLTD,EQ,SONAM LIMITED,5,20
1498,SONATSOFTW,EQ,SONATA SOFTWARE LIMITED,5,20
1499,SOTAC,SM,SOTAC PHARMACEUTICALS LIMITED,5,20
1500,SOTL,EQ,SAVITA OIL TECHNOLOGIES LIMITED,5,20
1501,SOUTHBANK,EQ,THE SOUTH INDIAN BANK LIMITED,5,20
1502,SPAL,EQ,S. P. APPARELS LIMITED,5,20
1503,SPANDANA,EQ,SPANDANA SPHOORTY FINANCIAL LIMITED,5,20
1504,SPCENET,EQ,SPACENET ENTERPRISES INDIA LIMITED,5,20
1505,SPECIALITY,EQ,SPECIALITY RESTAURANTS LIMITED,5,20
1506,SPECTSTM,SM,SPECTRUM TALENT MANAGEMENT LIMITED,5,20
1507,SPENCERS,EQ,SPENCER'S RETAIL LIMITED,5,20
1508,SPIC,EQ,SOUTHERN PETROCHEMICALS INDUSTRIES CORPORATION  LIMITED,5,20
1509,SPLIL,EQ,SPL INDUSTRIES LIMITED,5,20
1510,SPLPETRO,EQ,SUPREME PETROCHEM LIMITED,5,20
1511,SPORTKING,EQ,SPORTKING INDIA LIMITED,5,20
1512,SREEL,EQ,SREELEATHERS LIMITED,5,20
1513,SRGHFL,EQ,SRG HOUSING FINANCE LIMITED,5,20
1514,SRHHYPOLTD,EQ,SREE RAYALASEEMA HI-STRENGTH HYPO LIMITED,5,20
1515,SRIVASAVI,SM,SRIVASAVI ADHESIVE TAPES LIMITED,5,20
1516,SRM,EQ,SRM CONTRACTORS LIMITED,5,20
1517,SSWL,EQ,STEEL STRIPS WHEELS LIMITED,5,20
1518,STAR,EQ,STRIDES PHARMA SCIENCE LIMITED,5,20
1519,STARCEMENT,EQ,STAR CEMENT LIMITED,5,20
1520,STARHEALTH,EQ,STAR HEALTH AND ALLIED INSURANCE COMPANY LIMITED,5,20
1521,STARPAPER,EQ,STAR PAPER MILLS LIMITED,5,20
1522,STCINDIA,EQ,THE STATE TRADING CORPORATION OF INDIA LIMITED,5,20
1523,STEELCAS,EQ,STEELCAST LIMITED,5,20
1524,STEELCITY,EQ,STEEL CITY SECURITIES LIMITED,5,20
1525,STEL,EQ,STEL HOLDINGS LIMITED,5,20
1526,STERTOOLS,EQ,STERLING TOOLS LIMITED,5,20
1527,STLTECH,EQ,STERLITE TECHNOLOGIES LIMITED,5,20
1528,STOVEKRAFT,EQ,STOVE KRAFT LIMITED,5,20
1529,STYLAMIND,EQ,STYLAM INDUSTRIES LIMITED,5,20
1530,STYRENIX,EQ,STYRENIX PERFORMANCE MATERIALS LIMITED,5,20
1531,SUBEXLTD,EQ,SUBEX LIMITED,5,20
1532,SUBROS,EQ,SUBROS LIMITED,5,20
1533,SUDARSCHEM,EQ,SUDARSHAN CHEMICAL INDUSTRIES LIMITED,5,20
1534,SUKHJITS,EQ,SUKHJIT STARCH & CHEMICALS LIMITED,5,20
1535,SULA,EQ,SULA VINEYARDS LIMITED,5,20
1536,SUMICHEM,EQ,SUMITOMO CHEMICAL INDIA LIMITED,5,20
1537,SUMMITSEC,EQ,SUMMIT SECURITIES LIMITED,5,20
1538,SUNCLAY,EQ,SUNDARAM CLAYTON LIMITED,5,20
1539,SUNDARAM,EQ,SUNDARAM MULTI PAP LIMITED,5,20
1540,SUNDARMFIN,EQ,SUNDARAM FINANCE LIMITED,5,20
1541,SUNDARMHLD,EQ,SUNDARAM FINANCE HOLDINGS LIMITED,5,20
1542,SUNDRMBRAK,EQ,SUNDARAM BRAKE LININGS LIMITED,5,20
1543,SUNDRMFAST,EQ,SUNDRAM FASTENERS LIMITED,5,20
1544,SUNFLAG,EQ,SUNFLAG IRON AND STEEL COMPANY LIMITED,5,20
1545,SUNREST,SM,SUNREST LIFESCIENCE LIMITED,5,20
1546,SUNTECK,EQ,SUNTECK REALTY LIMITED,5,20
1547,SUPERHOUSE,EQ,SUPERHOUSE LIMITED,5,20
1548,SUPRAJIT,EQ,SUPRAJIT ENGINEERING LIMITED,5,20
1549,SUPREMEIND,EQ,SUPREME INDUSTRIES LIMITED,5,20
1550,SUPRIYA,EQ,SUPRIYA LIFESCIENCE LIMITED,5,20
1551,SURAJEST,EQ,SURAJ ESTATE DEVELOPERS LIMITED,5,20
1552,SURYALAXMI,EQ,SURYALAKSHMI COTTON MILLS LIMITED,5,20
1553,SURYAROSNI,EQ,SURYA ROSHNI LIMITED,5,20
1554,SURYODAY,EQ,SURYODAY SMALL FINANCE BANK LIMITED,5,20
1555,SUTLEJTEX,EQ,SUTLEJ TEXTILES AND INDUSTRIES LIMITED,5,20
1556,SUVENPHAR,EQ,SUVEN PHARMACEUTICALS LIMITED,5,20
1557,SWARAJENG,EQ,SWARAJ ENGINES LIMITED,5,20
1558,SWASTIK,SM,SWASTIK PIPE LIMITED,5,20
1559,SYMPHONY,EQ,SYMPHONY LIMITED,5,20
1560,SYNOPTICS,SM,SYNOPTICS TECHNOLOGIES LIMITED,5,20
1561,SYRMA,EQ,SYRMA SGS TECHNOLOGY LIMITED,5,20
1562,SYSTANGO,SM,SYSTANGO TECHNOLOGIES LIMITED,5,20
1563,TAINWALCHM,EQ,TAINWALA CHEMICAL AND PLASTIC (I) LIMITED,5,20
1564,TAJGVK,EQ,TAJ GVK HOTELS & RESORTS LIMITED,5,20
1565,TANLA,EQ,TANLA PLATFORMS LIMITED,5,20
1566,TARSONS,EQ,TARSONS PRODUCTS LIMITED,5,20
1567,TASTYBITE,EQ,TASTY BITE EATABLES LIMITED,5,20
1568,TATAELXSI,EQ,TATA ELXSI LIMITED,5,20
1569,TATAGOLD,EQ,TATA MUTUAL FUND TATA GOLD EXCHANGE TRADED FUND,5,20
1570,TATAMTRDVR,EQ,TATA MOTORS LIMITED,5,20
1571,TATATECH,EQ,TATA TECHNOLOGIES LIMITED,5,20
1572,TATSILV,EQ,TATA MUTUAL FUND TATA SILVER EXCHANGE TRADED FUND,5,20
1573,TATVA,EQ,TATVA CHINTAN PHARMA CHEM LIMITED,5,20
1574,TBOTEK,EQ,TBO TEK LIMITED,5,20
1575,TBZ,EQ,TRIBHOVANDAS BHIMJI ZAVERI LIMITED,5,20
1576,TCI,EQ,TRANSPORT CORPORATION OF INDIA LIMITED,5,20
1577,TCIEXP,EQ,TCI EXPRESS LIMITED,5,20
1578,TCNSBRANDS,EQ,TCNS CLOTHING CO. LIMITED,5,20
1579,TCPLPACK,EQ,TCPL PACKAGING LIMITED,5,20
1580,TDPOWERSYS,EQ,TD POWER SYSTEMS LIMITED,5,20
1581,TEAMLEASE,EQ,TEAMLEASE SERVICES LIMITED,5,20
1582,TECH,EQ,ADITYA BIRLA SUN LIFE MUTUAL FUND - ADITYA BIRLA SUN LIFE NIFTY IT ETF,5,20
1583,TECHNOE,EQ,TECHNO ELECTRIC & ENGINEERING COMPANY LIMITED,5,20
1584,TEGA,EQ,TEGA INDUSTRIES LIMITED,5,20
1585,TEMBO,EQ,TEMBO GLOBAL INDUSTRIES LIMITED,5,20
1586,TEXINFRA,EQ,TEXMACO INFRASTRUCTURE & HOLDINGS LIMITED,5,20
1587,TEXMOPIPES,EQ,TEXMO PIPES AND PRODUCTS LIMITED,5,20
1588,TEXRAIL,EQ,TEXMACO RAIL & ENGINEERING LIMITED,5,20
1589,THEJO,EQ,THEJO ENGINEERING LIMITED,5,20
1590,THEMISMED,EQ,THEMIS MEDICARE LIMITED,5,20
1591,THERMAX,EQ,THERMAX LIMITED,5,20
1592,THYROCARE,EQ,THYROCARE TECHNOLOGIES LIMITED,5,20
1593,TI,EQ,TILAKNAGAR INDUSTRIES LIMITED,5,20
1594,TIDEWATER,EQ,TIDE WATER OIL COMPANY (INDIA) LIMITED,5,20
1595,TIIL,EQ,TECHNOCRAFT INDUSTRIES (INDIA) LIMITED,5,20
1596,TIINDIA,EQ,TUBE INVESTMENTS OF INDIA LIMITED,5,20
1597,TIMETECHNO,EQ,TIME TECHNOPLAST LIMITED,5,20
1598,TIMKEN,EQ,TIMKEN INDIA LIMITED,5,20
1599,TIPSINDLTD,EQ,TIPS INDUSTRIES LIMITED,5,20
1600,TIRUMALCHM,EQ,THIRUMALAI CHEMICALS LIMITED,5,20
1601,TITAGARH,EQ,TITAGARH RAIL SYSTEMS LIMITED,5,20
1602,TMB,EQ,TAMILNAD MERCANTILE BANK LIMITED,5,20
1603,TNIDETF,EQ,TATA MUTUAL FUND - TATA NIFTY INDIA DIGITAL EXCHANGE TRADED FUND,5,20
1604,TNPETRO,EQ,TAMILNADU PETROPRODUCTS LIMITED,5,20
1605,TNPL,EQ,TAMIL NADU NEWSPRINT & PAPERS LIMITED,5,20
1606,TOKYOPLAST,EQ,TOKYO PLAST INTERNATIONAL LIMITED,5,20
1607,TORNTPOWER,EQ,TORRENT POWER LIMITED,5,20
1608,TOTAL,EQ,TOTAL TRANSPORT SYSTEMS LIMITED,5,20
1609,TRACXN,EQ,TRACXN TECHNOLOGIES LIMITED,5,20
1610,TRANSTEEL,SM,TRANSTEEL SEATING TECHNOLOGIES LIMITED,5,20
1611,TREL,EQ,TRANSINDIA REAL ESTATE LIMITED,5,20
1612,TRIDENT,EQ,TRIDENT LIMITED,5,20
1613,TRIDHYA,SM,TRIDHYA TECH LIMITED,5,20
1614,TRIGYN,EQ,TRIGYN TECHNOLOGIES LIMITED,5,20
1615,TRITURBINE,EQ,TRIVENI TURBINE LIMITED,5,20
1616,TRIVENI,EQ,TRIVENI ENGINEERING & INDUSTRIES LIMITED,5,20
1617,TRU,EQ,TRUCAP FINANCE LIMITED,5,20
1618,TTKHLTCARE,EQ,TTK HEALTHCARE LIMITED,5,20
1619,TTKPRESTIG,EQ,TTK PRESTIGE LIMITED,5,20
1620,TTL,EQ,T T LIMITED,5,20
1621,TTML,EQ,TATA TELESERVICES (MAHARASHTRA) LIMITED,5,20
1622,TVSELECT,EQ,TVS ELECTRONICS LIMITED,5,20
1623,TVSHLTD,EQ,TVS HOLDINGS LIMITED,5,20
1624,TVSSCS,EQ,TVS SUPPLY CHAIN SOLUTIONS LIMITED,5,20
1625,TVSSRICHAK,EQ,TVS SRICHAKRA LIMITED,5,20
1626,TVTODAY,EQ,TV TODAY NETWORK LIMITED,5,20
1627,UCAL,EQ,UCAL LIMITED,5,20
1628,UCL,SM,USHANTI COLOUR CHEM LIMITED,5,20
1629,UCOBANK,EQ,UCO BANK,5,20
1630,UDAICEMENT,EQ,UDAIPUR CEMENT WORKS LIMITED,5,20
1631,UDS,EQ,UPDATER SERVICES LIMITED,5,20
1632,UFLEX,EQ,UFLEX LIMITED,5,20
1633,UFO,EQ,UFO MOVIEZ INDIA LIMITED,5,20
1634,UGARSUGAR,EQ,THE UGAR SUGAR WORKS LIMITED,5,20
1635,UGROCAP,EQ,UGRO CAPITAL LIMITED,5,20
1636,UJJIVANSFB,EQ,UJJIVAN SMALL FINANCE BANK LIMITED,5,20
1637,UMA,SM,UMA CONVERTER LIMITED,5,20
1638,UMANGDAIRY,EQ,UMANG DAIRIES LIMITED,5,20
1639,UNICHEMLAB,EQ,UNICHEM LABORATORIES LIMITED,5,20
1640,UNIDT,EQ,UNITED DRILLING TOOLS LIMITED,5,20
1641,UNIENTER,EQ,UNIPHOS ENTERPRISES LIMITED,5,20
1642,UNIHEALTH,SM,UNIHEALTH CONSULTANCY LIMITED,5,20
1643,UNIONBANK,EQ,UNION BANK OF INDIA,5,20
1644,UNIPARTS,EQ,UNIPARTS INDIA LIMITED,5,20
1645,UNITEDPOLY,EQ,UNITED POLYFAB GUJARAT LIMITED,5,20
1646,UNITEDTEA,EQ,THE UNITED NILGIRI TEA ESTATES COMPANY LIMITED,5,20
1647,UNIVCABLES,EQ,UNIVERSAL CABLES LIMITED,5,20
1648,UNIVPHOTO,EQ,UNIVERSUS PHOTO IMAGINGS LIMITED,5,20
1649,UNOMINDA,EQ,UNO MINDA LIMITED,5,20
1650,USASEEDS,SM,UPSURGE SEEDS OF AGRICULTURE LIMITED,5,20
1651,USHAMART,EQ,USHA MARTIN LIMITED,5,20
1652,UTIAMC,EQ,UTI ASSET MANAGEMENT COMPANY LIMITED,5,20
1653,UTIBANKETF,EQ,UTI NIFTY BANK ETF,5,20
1654,UTINEXT50,EQ,UTI MUTUAL FUND - UTI NIFTY NEXT 50 EXCHANGE TRADED FUND - UTI NIFTY N,5,20
1655,UTINIFTETF,EQ,UTI NIFTY 50 ETF,5,20
1656,UTISENSETF,EQ,UTI S&P BSE SENSEX ETF,5,20
1657,UTISXN50,EQ,UTI S&P BSE SENSEX NEXT 50 ETF,5,20
1658,UTKARSHBNK,EQ,UTKARSH SMALL FINANCE BANK LIMITED,5,20
1659,UTTAMSUGAR,EQ,UTTAM SUGAR MILLS LIMITED,5,20
1660,VADILALIND,EQ,VADILAL INDUSTRIES LIMITED,5,20
1661,VAIBHAVGBL,EQ,VAIBHAV GLOBAL LIMITED,5,20
1662,VAISHALI,EQ,VAISHALI PHARMA LIMITED,5,20
1663,VAKRANGEE,EQ,VAKRANGEE LIMITED,5,20
1664,VALIANTLAB,EQ,VALIANT LABORATORIES LIMITED,5,20
1665,VALIANTORG,EQ,VALIANT ORGANICS LIMITED,5,20
1666,VARDHACRLC,EQ,VARDHMAN ACRYLICS LIMITED,5,20
1667,VARROC,EQ,VARROC ENGINEERING LIMITED,5,20
1668,VASCONEQ,EQ,VASCON ENGINEERS LIMITED,5,20
1669,VBL,EQ,VARUN BEVERAGES LIMITED,5,20
1670,VENKEYS,EQ,VENKY'S (INDIA) LIMITED,5,20
1671,VENUSPIPES,EQ,VENUS PIPES & TUBES LIMITED,5,20
1672,VENUSREM,EQ,VENUS REMEDIES LIMITED,5,20
1673,VERANDA,EQ,VERANDA LEARNING SOLUTIONS LIMITED,5,20
1674,VESUVIUS,EQ,VESUVIUS INDIA LIMITED,5,20
1675,VETO,EQ,VETO SWITCHGEARS AND CABLES LIMITED,5,20
1676,VGUARD,EQ,V-GUARD INDUSTRIES LIMITED,5,20
1677,VHL,EQ,VARDHMAN HOLDINGS LIMITED,5,20
1678,VIDHIING,EQ,VIDHI SPECIALTY FOOD INGREDIENTS LIMITED,5,20
1679,VIJAYA,EQ,VIJAYA DIAGNOSTIC CENTRE LIMITED,5,20
1680,VIKASECO,EQ,VIKAS ECOTECH LIMITED,5,20
1681,VILINBIO,SM,VILIN BIO MED LIMITED,5,20
1682,VIMTALABS,EQ,VIMTA LABS LIMITED,5,20
1683,VINATIORGA,EQ,VINATI ORGANICS LIMITED,5,20
1684,VINDHYATEL,EQ,VINDHYA TELELINKS LIMITED,5,20
1685,VINSYS,SM,VINSYS IT SERVICES INDIA LIMITED,5,20
1686,VINYAS,SM,VINYAS INNOVATIVE TECHNOLOGIES LIMITED,5,20
1687,VINYLINDIA,EQ,VINYL CHEMICALS (INDIA) LIMITED,5,20
1688,VIPCLOTHNG,EQ,VIP CLOTHING LIMITED,5,20
1689,VIPIND,EQ,VIP INDUSTRIES LIMITED,5,20
1690,VIRINCHI,EQ,VIRINCHI LIMITED,5,20
1691,VISHNU,EQ,VISHNU CHEMICALS LIMITED,5,20
1692,VISHWARAJ,EQ,VISHWARAJ SUGAR INDUSTRIES LIMITED,5,20
1693,VISHWAS,SM,VISHWAS AGRI SEEDS LIMITED,5,20
1694,VITAL,SM,VITAL CHEMTECH LIMITED,5,20
1695,VLSFINANCE,EQ,VLS FINANCE LIMITED,5,20
1696,VMART,EQ,V-MART RETAIL LIMITED,5,20
1697,VOLTAMP,EQ,VOLTAMP TRANSFORMERS LIMITED,5,20
1698,VPRPL,EQ,VISHNU PRAKASH R PUNGLIA LIMITED,5,20
1699,VR,SM,V R INFRASPACE LIMITED,5,20
1700,VRLLOG,EQ,VRL LOGISTICS LIMITED,5,20
1701,VSSL,EQ,VARDHMAN SPECIAL STEELS LIMITED,5,20
1702,VSTIND,EQ,VST INDUSTRIES LIMITED,5,20
1703,VSTTILLERS,EQ,V.S.T TILLERS TRACTORS LIMITED,5,20
1704,VTL,EQ,VARDHMAN TEXTILES LIMITED,5,20
1705,WABAG,EQ,VA TECH WABAG LIMITED,5,20
1706,WEALTH,EQ,WEALTH FIRST PORTFOLIO MANAGERS LIMITED,5,20
1707,WEIZMANIND,EQ,WEIZMANN LIMITED,5,20
1708,WELCORP,EQ,WELSPUN CORP LIMITED,5,20
1709,WELENT,EQ,WELSPUN ENTERPRISES LIMITED,5,20
1710,WELSPUNLIV,EQ,WELSPUN LIVING LIMITED,5,20
1711,WENDT,EQ,WENDT (INDIA) LIMITED,5,20
1712,WESTLIFE,EQ,WESTLIFE FOODWORLD LIMITED,5,20
1713,WHEELS,EQ,WHEELS INDIA LIMITED,5,20
1714,WHIRLPOOL,EQ,WHIRLPOOL OF INDIA LIMITED,5,20
1715,WILLAMAGOR,EQ,WILLIAMSON MAGOR & COMPANY LIMITED,5,20
1716,WINDLAS,EQ,WINDLAS BIOTECH LIMITED,5,20
1717,WINDMACHIN,EQ,WINDSOR MACHINES LIMITED,5,20
1718,WONDERLA,EQ,WONDERLA HOLIDAYS LIMITED,5,20
1719,WORTH,EQ,WORTH PERIPHERALS LIMITED,5,20
1720,WSI,EQ,W S INDUSTRIES (I) LIMITED,5,20
1721,WSTCSTPAPR,EQ,WEST COAST PAPER MILLS LIMITED,5,20
1722,WTICAB,SM,WISE TRAVEL INDIA LIMITED,5,20
1723,XCHANGING,EQ,XCHANGING SOLUTIONS LIMITED,5,20
1724,XPROINDIA,EQ,XPRO INDIA LIMITED,5,20
1725,YASHO,EQ,YASHO INDUSTRIES LIMITED,5,20
1726,YASHOPTICS,SM,YASH OPTICS & LENS LIMITED,5,20
1727,YATHARTH,EQ,YATHARTH HOSPITAL & TRAUMA CARE SERVICES LIMITED,5,20
1728,YATRA,EQ,YATRA ONLINE LIMITED,5,20
1729,YCCL,SM,YASONS CHEMEX CARE LIMITED,5,20
1730,YESBANK,EQ,YES BANK LIMITED,5,20
1731,ZAGGLE,EQ,ZAGGLE PREPAID OCEAN SERVICES LIMITED,5,20
1732,ZEAL,SM,ZEAL GLOBAL SERVICES LIMITED,5,20
1733,ZEEMEDIA,EQ,ZEE MEDIA CORPORATION LIMITED,5,20
1734,ZENITHDRUG,SM,ZENITH DRUGS LIMITED,5,20
1735,ZENSARTECH,EQ,ZENSAR TECHNOLOGIES LIMITED,5,20
1736,ZFCVINDIA,EQ,ZF COMMERCIAL VEHICLE CONTROL SYSTEMS INDIA LIMITED,5,20
1737,ZIMLAB,EQ,ZIM LABORATORIES LIMITED,5,20
1738,ZODIACLOTH,EQ,ZODIAC CLOTHING COMPANY LIMITED,5,20
1739,ZOMATO,EQ,ZOMATO LIMITED,5,20
1740,ZOTA,EQ,ZOTA HEALTH CARE LIMITED,5,20
1741,ZUARI,EQ,ZUARI AGRO CHEMICALS LIMITED,5,20
1742,ZUARIIND,EQ,ZUARI INDUSTRIES LIMITED,5,20
1743,ZYDUSWELL,EQ,ZYDUS WELLNESS LIMITED,5,20
1744,SANG-RE,BE,SANGINITA CHEMICAL LTD-RE,5,20
1745,BHARATWIRE,EQ,BHARAT WIRE ROPES LIMITED,5,20
1746,TALBROAUTO,EQ,TALBROS AUTOMOTIVE COMPONENTS LIMITED,5,20
1747,TARC,EQ,TARC LIMITED,5,20
1748,AARTIIND,EQ,AARTI INDUSTRIES LIMITED,5,No Band
1749,ABB,EQ,ABB INDIA LIMITED,5,No Band
1750,ABBOTINDIA,EQ,ABBOTT INDIA LIMITED,5,No Band
1751,ABCAPITAL,EQ,ADITYA BIRLA CAPITAL LIMITED,5,No Band
1752,ABFRL,EQ,ADITYA BIRLA FASHION AND RETAIL LIMITED,5,No Band
1753,ACC,EQ,ACC LIMITED,5,No Band
1754,ADANIENT,EQ,ADANI ENTERPRISES LIMITED,5,No Band
1755,ADANIPORTS,EQ,ADANI PORTS AND SPECIAL ECONOMIC ZONE LIMITED,5,No Band
1756,AIRTELPP,E1,BHARTI AIRTEL LIMITED,5,No Band
1757,ALKEM,EQ,ALKEM LABORATORIES LIMITED,5,No Band
1758,AMBUJACEM,EQ,AMBUJA CEMENTS LIMITED,5,No Band
1759,APOLLOHOSP,EQ,APOLLO HOSPITALS ENTERPRISE LIMITED,5,No Band
1760,APOLLOTYRE,EQ,APOLLO TYRES LIMITED,5,No Band
1761,ASHOKLEY,EQ,ASHOK LEYLAND LIMITED,5,No Band
1762,ASIANPAINT,EQ,ASIAN PAINTS LIMITED,5,No Band
1763,ASTRAL,EQ,ASTRAL LIMITED,5,No Band
1764,ATUL,EQ,ATUL LIMITED,5,No Band
1765,AUBANK,EQ,AU SMALL FINANCE BANK LIMITED,5,No Band
1766,AUROPHARMA,EQ,AUROBINDO PHARMA LIMITED,5,No Band
1767,AXISBANK,EQ,AXIS BANK LIMITED,5,No Band
1768,BAJAJ-AUTO,EQ,BAJAJ AUTO LIMITED,5,No Band
1769,BAJAJFINSV,EQ,BAJAJ FINSERV LIMITED,5,No Band
1770,BAJFINANCE,EQ,BAJAJ FINANCE LIMITED,5,No Band
1771,BALKRISIND,EQ,BALKRISHNA INDUSTRIES LIMITED,5,No Band
1772,BALRAMCHIN,EQ,BALRAMPUR CHINI MILLS LIMITED,5,No Band
1773,BANDHANBNK,EQ,BANDHAN BANK LIMITED,5,No Band
1774,BANKBARODA,EQ,BANK OF BARODA,5,No Band
1775,BATAINDIA,EQ,BATA INDIA LIMITED,5,No Band
1776,BEL,EQ,BHARAT ELECTRONICS LIMITED,5,No Band
1777,BERGEPAINT,EQ,BERGER PAINTS (I) LIMITED,5,No Band
1778,BHARATFORG,EQ,BHARAT FORGE LIMITED,5,No Band
1779,BHARTIARTL,EQ,BHARTI AIRTEL LIMITED,5,No Band
1780,BHEL,EQ,BHARAT HEAVY ELECTRICALS LIMITED,5,No Band
1781,BIOCON,EQ,BIOCON LIMITED,5,No Band
1782,BOSCHLTD,EQ,BOSCH LIMITED,5,No Band
1783,BPCL,EQ,BHARAT PETROLEUM CORPORATION LIMITED,5,No Band
1784,BRITANNIA,EQ,BRITANNIA INDUSTRIES LIMITED,5,No Band
1785,BSOFT,EQ,BIRLASOFT LIMITED,5,No Band
1786,CANBK,EQ,CANARA BANK,5,No Band
1787,CANFINHOME,EQ,CAN FIN HOMES LIMITED,5,No Band
